Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-03-06,20.018875862278907,20.018875862278907,19.252603825146156,19.470294952392578,33047,0.0,0
2017-03-07,19.548665769384996,19.71410984617574,19.156821038350795,19.67057228088379,38288,0.0,0
2017-03-08,19.827309607218215,20.480383033061884,18.155441570624355,20.419429779052734,73034,0.0,0
2017-03-09,20.262691891113995,20.497798723022104,20.1581994122043,20.419429779052734,76848,0.0,0
2017-03-10,20.497798160483505,20.759026859311206,20.35847430547696,20.72419548034668,145499,0.0,0
2017-03-13,20.57616638268573,20.654535328089256,20.33235336218732,20.454259872436523,43665,0.0,0
2017-03-14,20.36718269011059,20.56745980276243,20.13207751927412,20.297521591186523,17219,0.0,0
2017-03-15,20.17561460263985,20.20173813693339,19.818601271552673,20.001461029052734,42465,0.0,0
2017-03-16,19.975339465771935,20.271399548956076,19.93180024127333,20.018877029418945,88108,0.0,0
2017-03-17,20.027583764395793,20.036291608812927,19.83601616977333,20.010168075561523,112304,0.0,0
2017-03-20,19.94921593107277,20.17561491591074,19.836017269079584,20.018877029418945,59368,0.0,0
2017-03-21,20.027585139969172,20.66324287841598,19.931800505653325,20.558752059936523,63258,0.0,0
2017-03-22,20.6109998993659,21.35115020441299,20.384600884830803,21.3337345123291,53907,0.0,0
2017-03-23,21.333732294887948,21.333732294887948,21.03767220364178,21.316316604614258,74703,0.0,0
2017-03-24,21.325023120287753,22.004220050953805,21.246654179793534,21.751697540283203,64833,0.0,0
2017-03-27,21.76911275079369,21.76911275079369,21.24665371260434,21.255361557006836,14922,0.0,0
2017-03-28,21.464346940094973,21.699453779409783,21.43822506518332,21.655916213989258,31711,0.0,0
2017-03-29,21.690746649277,21.73428421613291,21.359856822957607,21.38597869873047,13129,0.0,0
2017-03-30,21.48175942617527,21.769111633300785,21.48175942617527,21.76911163330078,46891,0.0,0
2017-03-31,21.760405560860704,22.03034210205078,21.629791212597862,22.03034210205078,95518,0.0,0
2017-04-03,22.065172597852538,22.79661491188036,22.065172597852538,22.744369506835938,56525,0.0,0
2017-04-04,22.814032692580245,22.814032692580245,22.317695486163476,22.70083236694336,21463,0.0,0
2017-04-05,22.71824674695699,22.744370280793888,22.274156636838963,22.613754272460938,18969,0.0,0
2017-04-06,22.544095282654446,22.81403350830078,22.282866563285655,22.81403350830078,24398,0.0,0
2017-04-07,22.72695501258169,22.90110692549919,22.648586070470767,22.89240074157715,20516,0.0,0
2017-04-10,22.814030758676758,22.988182663649347,22.72695397576472,22.901105880737305,27931,0.0,0
2017-04-11,22.80532428166921,22.988184041982116,21.58625423036175,22.26544952392578,51650,0.0,0
2017-04-12,22.152250659001407,22.631170498067995,22.152250659001407,22.50926399230957,28335,0.0,0
2017-04-13,22.457020760690707,22.457020760690707,21.812653468471286,22.065176010131836,14252,0.0,0
2017-04-18,21.821359913745926,21.95197426859945,20.776443414066115,21.17699432373047,55113,0.0,0
2017-04-19,20.976721128868473,21.3337345123291,20.976721128868473,21.3337345123291,18669,0.0,0
2017-04-20,21.26407185278339,21.290195389002466,20.92447418619384,21.1508731842041,26192,0.0,0
2017-04-21,21.116040706377913,21.290194283760847,20.819980621337887,20.81998062133789,26253,0.0,0
2017-04-24,21.59495983394028,22.03034210205078,21.577545805463036,22.03034210205078,58152,0.0,0
2017-04-25,21.89102027621066,22.38735580444336,21.769113770567984,22.38735580444336,23875,0.0,0
2017-04-26,22.422186603920622,22.4483101376764,21.777821052275183,21.95197296142578,35789,0.0,0
2017-04-27,21.943269068189576,22.108713150024414,21.647208964793318,22.108713150024414,29992,0.0,0
2017-04-28,22.073881279931125,23.07526016235352,22.030342056698778,23.075260162353516,43911,0.0,0
2017-05-02,23.075262043926656,23.510644346642255,23.06655419857014,23.397445678710938,25766,0.0,0
2017-05-03,23.3364884578767,23.458396619983734,22.944645420619036,23.240705490112305,30634,0.0,0
2017-05-04,23.179753428756918,23.44968997860857,22.8401541193548,23.388736724853516,29033,0.0,0
2017-05-05,23.458398818969727,23.458398818969727,23.118799495157287,23.458398818969727,55362,0.0,0
2017-05-08,23.501934875405983,23.501934875405983,23.066552602810425,23.292951583862305,15462,0.0,0
2017-05-09,23.266828945794128,23.615136105967956,23.266828945794128,23.545475006103516,62873,0.0,0
2017-05-10,23.606428519857584,23.641258239746094,23.36261383723141,23.641258239746094,33489,0.0,0
2017-05-11,23.641257980384854,23.641257980384854,23.458398216060058,23.545475006103516,16134,0.0,0
2017-05-12,23.510642429567735,23.510642429567735,23.023014755326244,23.075260162353516,27245,0.0,0
2017-05-15,23.144920333951223,23.58030258377036,22.979474613981537,23.345195770263672,32084,0.0,0
2017-05-16,23.432274485410908,23.510643429711408,23.258120906776103,23.467105865478516,21477,0.0,0
2017-05-17,23.501934842149694,23.501934842149694,22.43089485168457,22.43089485168457,24894,0.0,0
2017-05-18,22.448311388502226,22.613755462286154,21.64720791138748,21.899728775024414,35617,0.0,0
2017-05-19,22.230619011030754,22.596340179443356,22.10000300307148,22.59634017944336,33873,0.0,0
2017-05-22,22.605049060738047,23.153631709247474,22.22191381828101,22.465726852416992,32451,0.0,0
2017-05-23,22.465726404653854,22.535387507425973,22.169666302659433,22.291574478149414,33148,0.0,0
2017-05-24,22.291573499349802,23.014308031695386,22.23932808977768,22.76178550720215,17914,0.0,0
2017-05-25,22.831446032521207,22.892400946482073,22.50926407727169,22.64858627319336,8771,0.0,0
2017-05-26,22.605046738631092,22.796616001032362,22.422186981813404,22.63117027282715,12334,0.0,0
2017-05-29,22.962064089036975,23.249416351318363,22.700833702784614,23.24941635131836,13074,0.0,0
2017-05-30,23.336491323099633,23.59772170752977,23.17975508546361,23.510644912719727,9345,0.0,0
2017-05-31,23.536764721281248,23.536764721281248,22.98818216346762,23.127504348754883,32513,0.0,0
2017-06-01,22.95335526312643,23.554181638058346,22.95335526312643,23.17975425720215,25296,0.0,0
2017-06-02,23.19716810041895,23.641258239746094,23.19716810041895,23.641258239746094,37566,0.0,0
2017-06-05,23.589012553111356,23.589012553111356,23.406151128071276,23.423566818237305,6924,0.0,0
2017-06-06,23.22329108668667,23.467105763546034,23.162337832684734,23.205875396728516,10295,0.0,0
2017-06-07,23.24941473588057,23.484519908064645,23.066553312124494,23.144922256469727,19792,0.0,0
2017-06-08,23.110090523869896,23.423564613089162,22.683414459228516,22.683414459228516,26779,0.0,0
2017-06-09,22.726955965018917,23.35390586732884,22.726955965018917,23.162338256835938,16595,0.0,0
2017-06-12,23.0143098673993,23.083970972669093,22.28286743164062,22.282867431640625,42437,0.0,0
2017-06-13,22.48314238783496,23.641259274508936,22.335112334913397,23.510644912719727,26502,0.0,0
2017-06-14,23.589013861963597,23.641259274508936,23.205876961310423,23.510644912719727,24458,0.0,0
2017-06-15,23.62384289736762,23.64125858799424,23.301660925033474,23.458398818969727,49572,0.0,0
2017-06-16,23.3626137236969,24.320455098325073,23.3626137236969,23.702211380004883,129021,0.0,0
2017-06-19,23.824119726428087,24.468485324065476,23.815411881221298,24.102764129638672,40573,0.0,0
2017-06-20,24.390115624461277,24.773252497463666,24.059224160233704,24.451068878173828,44726,0.0,0
2017-06-21,24.407529331516074,24.747126952241526,24.12017711532112,24.633928298950195,15952,0.0,0
2017-06-22,24.4946064026293,25.03448116193975,24.4946064026293,24.973527908325195,24870,0.0,0
2017-06-23,25.05189709329854,25.40020258934781,24.529438018798828,24.529438018798828,23612,0.0,0
2017-06-26,24.538144820470258,25.469862605605744,24.520729131195388,25.182510375976562,48495,0.0,0
2017-06-27,25.095432887300525,25.63530761373385,25.086725042907076,25.33053970336914,31470,0.0,0
2017-06-28,25.33053898296596,25.33053898296596,24.842911336761507,25.15638542175293,20170,0.0,0
2017-06-29,25.252172747228897,25.46986389160156,25.02577375777913,25.469863891601562,36393,0.0,0
2017-06-30,25.33054113124406,25.417617919235543,24.9386964157082,25.034481048583984,34862,0.0,0
