Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-03-06,32.777230962830636,32.78199247801073,32.39609893324761,32.539024353027344,15776,0.0,0
2017-03-07,32.53902962726246,32.53902962726246,31.91969088748783,32.019737243652344,20954,0.0,0
2017-03-08,32.01496873677248,32.24841384476225,31.586199722371703,32.10072326660156,22608,0.0,0
2017-03-09,32.09596199546839,32.129310777614414,31.495680282095392,31.633840560913086,16498,0.0,0
2017-03-10,31.633842637186124,31.967330480534645,31.633842637186124,31.886341094970703,14168,0.0,0
2017-03-13,31.82440915834471,31.886341577405066,31.343230718737516,31.61478614807129,17371,0.0,0
2017-03-14,31.610018961931782,31.610018961931782,31.157427820434993,31.347993850708008,24288,0.0,0
2017-03-15,31.252708194947115,31.538555415454557,31.252708194947115,31.367046356201172,30300,0.0,0
2017-03-16,31.367047616974478,31.490916083579524,31.20506885158268,31.386104583740234,34738,0.0,0
2017-03-17,31.37657748308831,31.395634449590084,31.20506841931707,31.347993850708008,23979,0.0,0
2017-03-20,31.347992403171652,31.538554789900484,31.338462102988487,31.42898178100586,25517,0.0,0
2017-03-21,31.443276800086704,31.633842840975603,31.319408328297182,31.390871047973633,25476,0.0,0
2017-03-22,31.347996316529564,31.347996316529564,30.585732135478093,30.962099075317383,16028,0.0,0
2017-03-23,30.923985496652605,31.152661818936313,30.923985496652605,31.071672439575195,7013,0.0,0
2017-03-24,31.081202129816248,31.243184539046187,31.06214516198067,31.17648696899414,20034,0.0,0
2017-03-27,31.176486641446196,31.176486641446196,30.776297590593455,30.96686363220215,13553,0.0,0
2017-03-28,30.985917486033088,31.752943091238862,30.96686052031278,31.738651275634766,24892,0.0,0
2017-03-29,31.824408835183455,32.586669362876044,31.729123997506314,32.534263610839844,26076,0.0,0
2017-03-30,32.53426105764175,32.677182850823996,32.39610077991101,32.55331802368164,6734,0.0,0
2017-03-31,32.56760965049335,32.56760965049335,32.25317516477717,32.300819396972656,18550,0.0,0
2017-04-03,32.348462304420536,32.967797384997965,32.348462304420536,32.39610290527344,75998,0.0,0
2017-04-04,32.39610059187445,32.491381786776245,32.300819396972656,32.300819396972656,34328,0.0,0
2017-04-05,32.310345661250864,32.34845959263602,31.910160285940364,32.10548782348633,8550,0.0,0
2017-04-06,32.062614242904985,32.062614242904985,31.538556742718274,31.767236709594727,10658,0.0,0
2017-04-07,31.490918719265785,31.633844164598976,31.162196010591547,31.39563751220703,14444,0.0,0
2017-04-10,31.395636266252644,32.13407467851526,31.347995664613915,32.11025619506836,21788,0.0,0
2017-04-11,32.10548954426235,32.10548954426235,31.300349965634002,31.45756721496582,9323,0.0,0
2017-04-12,31.457566574453036,31.457566574453036,30.96686150447966,31.12407875061035,9966,0.0,0
2017-04-13,31.109788053064722,31.12884138533105,30.63337478202082,30.833467483520508,15265,0.0,0
2017-04-18,30.490449576746364,30.53809017726106,29.632906045874854,29.956867218017578,30756,0.0,0
2017-04-19,29.775829024904574,30.490448921502285,29.566207842823303,30.299882888793945,25724,0.0,0
2017-04-20,30.299883027637165,30.299883027637165,30.176016377969813,30.214128494262695,29620,0.0,0
2017-04-21,30.25224310316582,30.928749084472653,30.25224310316582,30.928749084472656,64018,0.0,0
2017-04-24,31.548087353479218,32.30082119319389,31.49091645251216,31.538557052612305,29604,0.0,0
2017-04-25,31.49091564735424,31.538556246236315,31.20506841931707,31.347993850708008,33335,0.0,0
2017-04-26,31.34799337498167,31.63384059868092,30.814409225263656,30.871580123901367,60706,0.0,0
2017-04-27,31.152661403374022,32.44374084472656,31.152661403374022,32.44374084472656,74874,0.0,0
2017-04-28,32.48661706570096,34.58283222465091,32.47708676630444,34.30175018310547,41579,0.0,0
2017-05-02,34.58760070800781,34.701938868576704,34.20647229452997,34.58760070800781,30001,0.0,0
2017-05-03,34.539964354866164,34.59237010880488,33.968269847028466,34.33034133911133,23783,0.0,0
