Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-03-06,97.77314059614145,99.09996795654295,97.54437798034267,99.09996795654297,54304,0.0,0
2017-03-07,98.96272525124832,99.05422891634647,97.72740831921774,97.91041564941406,58146,0.0,0
2017-03-08,97.54438398970917,98.45943450927734,97.54438398970917,98.45943450927734,58834,0.0,0
2017-03-09,98.36793708206135,99.64900928682829,98.36793708206135,99.32874298095703,74988,0.0,0
2017-03-10,99.74050950887042,100.88432269131158,99.6947541890601,100.56405639648438,69819,0.0,0
2017-03-13,101.06734098176238,101.06734098176238,100.15229033645433,100.65557098388672,51571,0.0,0
2017-03-14,100.38103255536463,100.42678787082501,98.96270853274571,100.10652160644531,59641,0.0,0
2017-03-15,100.10653499526173,100.10653499526173,99.09998075203998,99.64900970458984,47042,0.0,0
2017-03-16,100.24380098601104,101.15885163131911,99.92352767512732,100.65557098388672,59894,0.0,0
2017-03-17,100.9300816226056,103.4464707140177,100.9300816226056,103.30921173095703,137612,0.0,0
2017-03-20,103.03468755502409,103.5837164728954,102.6686659493494,102.94318389892578,65116,0.0,0
2017-03-21,102.76017080474335,103.76672492775208,102.48565287061321,102.89742279052734,51113,0.0,0
2017-03-22,102.85168396318055,103.35495758056639,101.75361910643724,103.3549575805664,56438,0.0,0
2017-03-23,103.49221460127454,104.72753143310547,102.98894099341535,104.72753143310547,52373,0.0,0
2017-03-24,104.68178309490821,104.81904207206311,103.40071094359847,104.72753143310547,52949,0.0,0
2017-03-27,104.31575497841241,105.0477981567383,103.62946711671233,105.04779815673828,61204,0.0,0
2017-03-28,104.77327683093425,105.96284521192011,104.77327683093425,105.77983093261719,84453,0.0,0
2017-03-29,105.77983103031885,106.28311157226561,105.23080215446478,106.28311157226562,61531,0.0,0
2017-03-30,106.05435802970307,106.42037963867186,105.68833642073426,106.42037963867188,45654,0.0,0
2017-03-31,106.23736095112376,106.4661235746108,105.13930315089848,106.00859832763672,122654,0.0,0
2017-04-03,106.00860844771789,106.69489638369528,105.77984580239209,105.96286010742188,44166,0.0,0
2017-04-04,105.82560112397002,106.60339272182135,105.82560112397002,105.96286010742188,79121,0.0,0
2017-04-05,104.17849600981617,105.23080546067919,103.67522243333812,105.04779815673828,132325,0.0,0
2017-04-06,104.54451604663628,104.63601969724802,104.1327461282429,104.40725708007812,127181,0.0,0
2017-04-07,104.40726280826952,104.40726280826952,103.21770132249075,103.94973754882812,96080,0.0,0
2017-04-10,103.85823925430448,104.04124657501521,103.26345499007192,103.67523193359375,51312,0.0,0
2017-04-11,103.53796813548698,104.1785007094566,102.71442126803927,102.94318389892578,69573,0.0,0
2017-04-12,102.48565485613986,104.1784968659895,102.39415120341741,103.85823059082031,73363,0.0,0
2017-04-13,103.40071192439062,106.8779067993164,103.40071192439062,106.8779067993164,117907,0.0,0
2017-04-18,106.42038435826444,106.96941330542553,105.505333785902,106.14586639404297,89768,0.0,0
2017-04-19,105.87134552001953,106.74064772864077,105.59683454462466,105.87134552001953,66941,0.0,0
2017-04-20,105.50532244327658,107.24391275882806,105.45956712706477,107.06090545654297,83913,0.0,0
2017-04-21,107.0609246654598,107.0609246654598,105.64259338378905,105.64259338378906,98302,0.0,0
2017-04-24,107.56419634118514,111.270146928019,107.56419634118514,110.49235534667969,126970,0.0,0
2017-04-25,110.4008477963969,112.00218622325349,109.94332253158073,110.90412139892578,78507,0.0,0
2017-04-26,110.8126177977588,111.59040935207982,109.6688046351451,111.40740203857422,83745,0.0,0
2017-04-27,111.36164903240929,112.41395856012545,110.94987907782898,112.18519592285156,70646,0.0,0
2017-04-28,111.86492817091539,112.55121607380444,111.54466187915682,112.04793548583984,85421,0.0,0
2017-05-02,112.45971059827593,114.42707061767578,112.23094796767785,114.42707061767578,81133,0.0,0
2017-05-03,114.1525526684455,114.74733690425681,113.10024317143801,114.42707061767578,65891,0.0,0
2017-05-04,114.56431924977981,116.11990928097586,114.47281559648152,115.66238403320312,86483,0.0,0
2017-05-05,115.2963657008071,117.76699931616895,115.11335838903268,117.58399200439453,77531,0.0,0
2017-05-08,117.76699733666938,117.76699733666938,116.11991061454052,116.62318420410156,65534,0.0,0
2017-05-09,116.39442120494232,116.94345709184215,115.93689595337999,116.80619812011719,47947,0.0,0
2017-05-10,116.57744250203058,117.44674472102321,116.02841356340886,117.30947875976562,58217,0.0,0
2017-05-11,117.12646432903855,117.62974489796491,115.8911475468245,116.30291748046875,67331,0.0,0
2017-05-12,116.21141702622377,117.72124481201172,115.9368990753815,117.72124481201172,45463,0.0,0
2017-05-15,117.72125066293714,118.77356719970703,117.4924880196259,118.77356719970703,55756,0.0,0
2017-05-16,118.77356706842359,121.01543817788298,118.54480442536521,120.60366821289062,129454,0.0,0
2017-05-17,120.14613340915993,120.32914071659661,117.6754998523583,118.31603240966797,59623,0.0,0
2017-05-18,117.90426138505117,118.4532833022752,116.71469295388883,117.99575805664062,72466,0.0,0
2017-05-19,117.95000659862099,119.41409301757814,117.62974729373609,119.41409301757812,51017,0.0,0
2017-05-22,119.36834066416807,120.19189453124999,118.5905560793589,120.19189453125,44233,0.0,0
2017-05-23,119.87161827818188,120.32914353878563,119.41409301757814,119.41409301757812,68677,0.0,0
2017-05-24,119.23108489170043,119.27684020996095,118.04151642974087,119.27684020996094,73823,0.0,0
2017-05-25,119.32259083290386,120.55791470906595,119.04808682714685,120.05463409423828,43960,0.0,0
2017-05-26,120.51213885143247,123.85208129882811,119.78009571484154,123.85208129882812,83567,0.0,0
2017-05-29,123.53182417623114,123.66907617362385,121.88473039470206,122.15924835205078,27268,0.0,0
2017-05-30,122.15926045433045,123.85210972355492,121.88474246978531,123.71484375,67830,0.0,0
2017-05-31,123.62331962345795,126.36847093445203,123.53180899473351,124.49261474609375,187544,0.0,0
2017-06-01,124.58412002230051,128.24432202325022,124.4926233498143,127.46653747558594,91192,0.0,0
2017-06-02,127.92408253106781,128.9763851842346,127.42080188550618,128.51885986328125,58330,0.0,0
2017-06-05,128.29007552981747,129.57115458960354,127.19201773754538,129.34239196777344,40739,0.0,0
2017-06-06,128.93061255782692,129.89141839540687,128.6103532536755,129.3881378173828,67600,0.0,0
2017-06-07,129.74997629633577,130.90970073889582,129.23969471025086,130.35302734375,107387,1.94,0
2017-06-08,130.353021617401,131.65190727329178,128.7757992761645,129.4716339111328,50334,0.0,0
2017-06-09,129.23969464135234,129.6571926090929,127.29135191617313,128.21913146972656,55321,0.0,0
2017-06-12,127.84803668924009,127.84803668924009,124.97191415453833,125.99247741699219,115411,0.0,0
2017-06-13,126.17803977435325,126.96665818566089,125.25026007013007,126.64192962646484,48119,0.0,0
2017-06-14,126.6883008690804,128.91496613489164,126.6883008690804,128.21913146972656,94967,0.0,0
2017-06-15,128.033581213049,129.05414440717448,126.08523844491589,128.7294158935547,82306,0.0,0
2017-06-16,128.82221640908548,131.1880433076558,128.4974878528766,129.37887573242188,137281,0.0,0
2017-06-19,128.8686018667175,130.90972864618388,128.82222420456236,129.8427734375,86967,0.0,0
2017-06-20,130.6313844072076,132.34776835571117,130.44583129882812,130.44583129882812,85244,0.0,0
2017-06-21,130.44581218823078,139.21332622505224,129.9819224068456,134.3424835205078,254564,0.0,0
2017-06-22,134.52803660170335,138.09999358108632,132.34774896647593,134.3424835205078,253293,0.0,0
2017-06-23,134.2496999015137,134.9455345735915,133.4610957672345,134.3424835205078,56528,0.0,0
2017-06-26,134.3424795611758,135.40942036419986,133.3683082176191,133.9713592529297,79706,0.0,0
2017-06-27,134.06415989973345,134.11055171375654,132.53332913453022,132.76527404785156,60858,0.0,0
2017-06-28,132.44054550648409,132.95082714714982,130.90971474128085,132.76527404785156,59403,0.0,0
2017-06-29,132.99721163595535,132.99721163595535,130.39942591847836,131.0952606201172,71424,0.0,0
2017-06-30,130.9097075310388,132.2549851228486,130.35303410701044,131.0952606201172,93839,0.0,0
2017-07-03,131.51276259092955,131.93026059319283,130.21387677126748,131.1880340576172,51969,0.0,0
2017-07-04,130.816917120774,131.09525381834695,129.79635394860418,130.35302734375,47475,0.0,0
2017-07-05,130.12110508510045,130.39944183108,129.5644315931414,129.88916015625,70266,0.0,0
2017-07-06,130.2138523303802,130.492174841786,128.17272620146426,129.0077362060547,79883,0.0,0
2017-07-07,129.28610900395682,129.9355519733791,127.61610268487462,129.88916015625,64697,0.0,0
2017-07-10,129.88913696726593,130.39941855099582,128.82219614775178,129.4252471923828,68909,0.0,0
2017-07-11,129.56440673466182,129.8891352354674,128.4510741211448,128.63662719726562,43915,0.0,0
2017-07-12,128.45109876601825,130.2138887193586,128.45109876601825,129.88916015625,70470,0.0,0
2017-07-13,129.88914320203438,130.2602493770372,128.72941870915906,129.2397003173828,57408,0.0,0
2017-07-14,129.19333044257687,129.8427734375,128.63665692875958,129.8427734375,52003,0.0,0
